,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
2260,5791,29.0,Travel_Rarely,153.0,Research & Development,15.0,2.0,Life Sciences,1.0,4.0,Female,49.0,2.0,2.0,Laboratory Technician,3.0,Single,4193.0,12682.0,0.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,10.0,3.0,3.0,9.0,5.0,0.0,8.0,No
2262,5793,35.0,Travel_Rarely,1361.0,Sales,17.0,4.0,Life Sciences,1.0,3.0,Male,94.0,3.0,2.0,Sales Executive,1.0,Married,8966.0,21026.0,3.0,Y,Yes,15.0,3.0,4.0,80.0,3.0,15.0,2.0,3.0,7.0,7.0,1.0,7.0,No
2263,5794,35.0,Travel_Rarely,1361.0,Sales,17.0,4.0,Life Sciences,1.0,3.0,Male,94.0,3.0,2.0,Sales Executive,1.0,Married,8966.0,21026.0,3.0,Y,Yes,15.0,3.0,4.0,80.0,3.0,15.0,2.0,3.0,7.0,7.0,1.0,7.0,Yes
2265,5796,31.0,Travel_Frequently,534.0,Research & Development,20.0,3.0,Life Sciences,1.0,1.0,Male,66.0,3.0,3.0,Healthcare Representative,3.0,Married,9824.0,22908.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,1036.0,0.0,0.0,0.0,Yes
2267,5798,53.0,Travel_Rarely,607.0,Research & Development,2.0,5.0,Technical Degree,1.0,3.0,Female,78.0,2.0,3.0,Manufacturing Director,4.0,Married,10169.0,14618.0,0.0,Y,No,16.0,3.0,2.0,80.0,1.0,34.0,4.0,3.0,33.0,7.0,1.0,9.0,Yes
2268,5799,53.0,Travel_Rarely,607.0,Research & Development,2.0,5.0,Technical Degree,1.0,3.0,Female,78.0,2.0,3.0,Manufacturing Director,4.0,Married,10169.0,14618.0,0.0,Y,No,16.0,3.0,2.0,80.0,1.0,34.0,4.0,3.0,33.0,7.0,1.0,9.0,Yes
2270,5801,50.0,Travel_Rarely,869.0,Sales,3.0,2.0,Marketing,1.0,1.0,Male,86.0,2.0,1.0,Sales Representative,3.0,Married,2683.0,3810.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes
2271,5802,50.0,Travel_Rarely,869.0,Sales,3.0,2.0,Marketing,1.0,1.0,Male,86.0,2.0,1.0,Sales Representative,3.0,Married,2683.0,3810.0,1.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,No
2274,5805,28.0,Travel_Frequently,1496.0,Sales,1.0,3.0,Technical Degree,1.0,1.0,Male,92.0,3.0,1.0,Sales Representative,3.0,Married,2909.0,15747.0,3.0,Y,No,15.0,3.0,4.0,80.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2879.0,Yes
2276,5807,34.0,Travel_Rarely,285.0,Research & Development,29.0,3.0,Medical,1.0,2.0,Male,86.0,3.0,2.0,Laboratory Technician,3.0,Married,5429.0,17491.0,4.0,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,1.0,3.0,8.0,7.0,7.0,7.0,No
2277,5808,34.0,Travel_Rarely,285.0,Research & Development,29.0,3.0,Medical,1.0,2.0,Male,86.0,3.0,2.0,Laboratory Technician,3.0,Married,5429.0,17491.0,4.0,Y,No,13.0,3.0,1.0,80.0,2.0,10.0,1.0,3.0,8.0,7.0,7.0,7.0,No
2280,5811,35.0,Travel_Rarely,195.0,Sales,1.0,3.0,Medical,1.0,1.0,Female,80.0,3.0,2.0,Sales Executive,3.0,Single,4859.0,6698.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,Yes
2281,5812,35.0,Travel_Rarely,195.0,Sales,1.0,3.0,Medical,1.0,1.0,Female,80.0,3.0,2.0,Sales Executive,3.0,Single,4859.0,6698.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,0.0,3.0,Yes
2283,5814,33.0,Travel_Rarely,867.0,Research & Development,8.0,4.0,Life Sciences,1.0,4.0,Male,90.0,4.0,1.0,Research Scientist,1.0,Married,3143.0,6076.0,6.0,Y,No,19.0,3.0,2.0,80.0,1.0,14.0,1.0,3.0,10.0,8.0,7.0,9333.0,Yes
2286,5817,56.0,Travel_Rarely,1443.0,Sales,11.0,5.0,Marketing,1.0,4.0,Female,89.0,2.0,2.0,Sales Executive,1.0,Married,5380.0,20328.0,4.0,Y,No,16.0,3.0,3.0,80.0,1.0,9501.0,3.0,3.0,0.0,0.0,0.0,0.0,Yes
2288,5819,38.0,Travel_Rarely,322.0,Sales,7.0,2.0,Medical,1.0,1.0,Female,44.0,4.0,2.0,Sales Executive,1.0,Divorced,5605.0,19191.0,1.0,Y,Yes,24.0,4.0,3.0,80.0,1.0,8.0,3.0,3.0,8.0,0.0,2754.0,7.0,Yes
2290,5821,50.0,Travel_Frequently,878.0,Sales,1.0,4.0,Life Sciences,1.0,2.0,Male,94.0,3.0,2.0,Sales Executive,3.0,Divorced,6728.0,14255.0,7.0,Y,No,12.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,6.0,3.0,0.0,1.0,No
2293,5824,34.0,Travel_Rarely,1130.0,Research & Development,3.0,3.0,Life Sciences,1.0,4.0,Female,66.0,3.0,2.0,Research Scientist,2.0,Divorced,5433.0,19332.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,Yes
2294,5825,34.0,Travel_Rarely,1130.0,Research & Development,3.0,3.0,Life Sciences,1.0,4.0,Female,66.0,3.0,2.0,Research Scientist,2.0,Divorced,5433.0,19332.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,11.0,2.0,3.0,11.0,8.0,7.0,9.0,Yes
2297,5828,28.0,Travel_Rarely,1217.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Married,3591.0,12719.0,1.0,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,No
2298,5829,28.0,Travel_Rarely,1217.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Female,67.0,3.0,1.0,Research Scientist,1.0,Married,3591.0,12719.0,1.0,Y,No,25.0,4.0,3.0,80.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,Yes
2303,5834,30.0,Travel_Rarely,979.0,Sales,15.0,2.0,Marketing,1.0,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,3088.0,2.0,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,2892.0,Yes
2304,5835,30.0,Travel_Rarely,979.0,Sales,15.0,2.0,Marketing,1.0,3.0,Male,94.0,2.0,3.0,Sales Executive,1.0,Divorced,7140.0,3088.0,2.0,Y,No,11.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,7.0,1.0,2892.0,Yes
2306,5837,28.0,Travel_Rarely,821.0,Sales,5.0,4.0,Medical,1.0,1.0,Male,98.0,3.0,2.0,Sales Executive,4.0,Single,4908.0,24252.0,1.0,Y,No,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,Yes
2308,5839,49.0,Travel_Rarely,174.0,Sales,8.0,4.0,Technical Degree,1.0,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,13120.0,11879.0,6.0,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,No
2309,5840,49.0,Travel_Rarely,174.0,Sales,8.0,4.0,Technical Degree,1.0,4.0,Male,56.0,2.0,4.0,Sales Executive,2.0,Married,13120.0,11879.0,6.0,Y,No,17.0,3.0,2.0,80.0,1.0,22.0,3.0,3.0,9.0,8.0,2.0,3.0,Yes
2311,5842,25.0,Travel_Rarely,1280.0,Research & Development,7.0,1.0,Medical,1.0,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,Married,2889.0,26897.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,Yes
2312,5843,25.0,Travel_Rarely,1280.0,Research & Development,7.0,1.0,Medical,1.0,4.0,Male,64.0,2.0,1.0,Research Scientist,4.0,Married,2889.0,26897.0,1.0,Y,No,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,Yes
2317,5848,31.0,Travel_Rarely,480.0,Research & Development,7.0,2.0,Medical,1.0,2.0,Female,31.0,3.0,2.0,Manufacturing Director,1.0,Married,4306.0,4156.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,4174.0,3.0,12.0,Yes
2320,5851,45.0,Travel_Rarely,1449.0,Sales,2.0,3.0,Marketing,1.0,1.0,Female,94.0,1.0,5.0,Manager,2.0,Single,18824.0,2493.0,2.0,Y,Yes,16.0,3.0,1.0,80.0,0.0,26.0,2.0,3.0,1488.0,10.0,1.0,11.0,No
2324,5855,59.0,Travel_Rarely,1429.0,Research & Development,18.0,4.0,Medical,1.0,4.0,Male,67.0,3.0,3.0,Manufacturing Director,4.0,Single,10512.0,20002.0,6.0,Y,No,12.0,3.0,4.0,80.0,0.0,25.0,6.0,2.0,9.0,7.0,5.0,4.0,No
2329,5860,31.0,Travel_Rarely,1274.0,Research & Development,9.0,1.0,Life Sciences,1.0,3.0,Male,33.0,3.0,3.0,Manufacturing Director,2.0,Divorced,10648.0,14394.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,Yes
2330,5861,31.0,Travel_Rarely,1274.0,Research & Development,9.0,1.0,Life Sciences,1.0,3.0,Male,33.0,3.0,3.0,Manufacturing Director,2.0,Divorced,10648.0,14394.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,No
2332,5863,31.0,Travel_Rarely,1079.0,Sales,10.0,2.0,Medical,1.0,3.0,Female,86.0,3.0,2.0,Sales Executive,4.0,Divorced,6583.0,20115.0,2.0,Y,Yes,11.0,3.0,4.0,80.0,1.0,8.0,2.0,3.0,2744.0,2.0,1.0,4.0,Yes
2336,5867,30.0,Travel_Rarely,201.0,Research & Development,5.0,3.0,Technical Degree,1.0,4.0,Female,84.0,3.0,1.0,Research Scientist,1.0,Divorced,3204.0,10415.0,5.0,Y,No,14.0,3.0,4.0,80.0,1.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,Yes
2341,5872,41.0,Non-Travel,256.0,Sales,10.0,2.0,Medical,1.0,3.0,Male,40.0,1.0,2.0,Sales Executive,2.0,Single,6151.0,22074.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,8270.0,4.0,3.0,19.0,2.0,11.0,9.0,Yes
2343,5874,28.0,Travel_Frequently,783.0,Sales,1.0,2.0,Life Sciences,1.0,3.0,Male,42.0,2.0,2.0,Sales Executive,4.0,Married,6834.0,19255.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,1.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No
2344,5875,21.0,Travel_Rarely,391.0,Research & Development,15.0,2.0,Life Sciences,1.0,3.0,Male,96.0,3.0,1.0,Research Scientist,4.0,Single,1232.0,19281.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,No
2346,5877,21.0,Travel_Rarely,391.0,Research & Development,15.0,2.0,Life Sciences,1.0,3.0,Male,96.0,3.0,1.0,Research Scientist,4.0,Single,1232.0,19281.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,Yes
2348,5879,40.0,Travel_Rarely,523.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,98.0,3.0,2.0,Research Scientist,4.0,Single,4661.0,22455.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,Yes
2349,5880,40.0,Travel_Rarely,523.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Male,98.0,3.0,2.0,Research Scientist,4.0,Single,4661.0,22455.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,9.0,4.0,3.0,9.0,8.0,8.0,8.0,No
2351,5882,53.0,Travel_Rarely,661.0,Sales,7.0,2.0,Marketing,1.0,1.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10934.0,20715.0,7.0,Y,Yes,18.0,3.0,4.0,80.0,1.0,35.0,3.0,3.0,5.0,2.0,0.0,4.0,Yes
2354,5885,39.0,Travel_Rarely,613.0,Research & Development,6.0,1.0,Medical,1.0,4.0,Male,42.0,2.0,3.0,Healthcare Representative,1.0,Married,9991.0,21457.0,4.0,Y,No,15.0,3.0,1.0,80.0,1.0,9.0,5.0,3.0,7.0,7.0,1.0,7876.0,Yes
2356,5887,32.0,Travel_Rarely,267.0,Research & Development,29.0,4.0,Life Sciences,1.0,3.0,Female,49.0,2.0,1.0,Laboratory Technician,2.0,Single,2837.0,15919.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,2.0,4.0,1.0,No
2359,5890,32.0,Non-Travel,976.0,Sales,26.0,4.0,Marketing,1.0,3.0,Male,100.0,3.0,2.0,Sales Executive,4.0,Married,4465.0,12069.0,0.0,Y,No,18.0,3.0,1.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,8922.0,2.0,No
2362,5893,26.0,Travel_Rarely,1066.0,Research & Development,2.0,2.0,Medical,1.0,4.0,Male,32.0,4.0,2.0,Manufacturing Director,4.0,Married,5472.0,3334.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,4958.0,2.0,3.0,8.0,7.0,1.0,3.0,Yes
2365,5896,29.0,Travel_Rarely,1396.0,Sales,10.0,3.0,Life Sciences,1.0,3.0,Male,99.0,3.0,1.0,Sales Representative,3.0,Single,2642.0,2755.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,No
2369,5900,43.0,Travel_Rarely,574.0,Research & Development,11.0,3.0,Life Sciences,1.0,1.0,Male,30.0,3.0,3.0,Healthcare Representative,3.0,Married,7510.0,16873.0,1.0,Y,No,17.0,3.0,2.0,80.0,1.0,3077.0,1.0,3.0,10.0,9.0,0.0,9.0,No
2370,5901,34.0,Travel_Rarely,121.0,Research & Development,2.0,4.0,Medical,1.0,3.0,Female,86.0,2.0,1.0,Research Scientist,1.0,Single,4381.0,7530.0,1.0,Y,No,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,1.0,3.0,No
2372,5903,19.0,Travel_Rarely,419.0,Sales,21.0,3.0,Other,1.0,4.0,Male,37.0,2.0,1.0,Sales Representative,2.0,Single,2121.0,9947.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,Yes
2373,5904,19.0,Travel_Rarely,419.0,Sales,21.0,3.0,Other,1.0,4.0,Male,37.0,2.0,1.0,Sales Representative,2.0,Single,2121.0,9947.0,1.0,Y,Yes,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,Yes
2376,5907,35.0,Travel_Rarely,755.0,Research & Development,9.0,4.0,Life Sciences,1.0,3.0,Male,97.0,2.0,2.0,Healthcare Representative,2.0,Single,6540.0,19394.0,9.0,Y,No,19.0,3.0,3.0,80.0,0.0,8575.0,5.0,3.0,1.0,1.0,0.0,0.0,Yes
2378,5909,18.0,Non-Travel,1431.0,Research & Development,14.0,3.0,Medical,1.0,2.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,1514.0,8018.0,1.0,Y,No,16.0,3.0,3.0,80.0,0.0,2270.0,4.0,1.0,0.0,0.0,0.0,0.0,Yes
2382,5913,42.0,Travel_Frequently,288.0,Research & Development,2.0,3.0,Life Sciences,1.0,4.0,Male,40.0,3.0,3.0,Healthcare Representative,4.0,Married,10124.0,18611.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,1.0,24.0,3.0,1.0,5581.0,8.0,13.0,9.0,Yes
2384,5915,33.0,Travel_Frequently,827.0,Research & Development,1.0,4.0,Other,1.0,3.0,Female,84.0,4.0,2.0,Healthcare Representative,2.0,Married,5488.0,20161.0,1.0,Y,Yes,13.0,3.0,1.0,80.0,1.0,6.0,2.0,3.0,6.0,4713.0,1.0,2.0,Yes
2387,5918,43.0,Travel_Rarely,920.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,96.0,1.0,5.0,Research Director,4.0,Married,19740.0,18625.0,3.0,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0,Yes
2388,5919,43.0,Travel_Rarely,920.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,96.0,1.0,5.0,Research Director,4.0,Married,19740.0,18625.0,3.0,Y,No,14.0,3.0,2.0,80.0,1.0,25.0,2.0,3.0,8.0,7.0,0.0,7.0,Yes
2389,5920,25.0,Travel_Rarely,959.0,Sales,28.0,3.0,Life Sciences,1.0,1.0,Male,41.0,2.0,2.0,Sales Executive,3.0,Married,8639.0,24835.0,2.0,Y,No,18.0,3.0,4.0,80.0,0.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,No
2391,5922,29.0,Travel_Rarely,352.0,Human Resources,6.0,1.0,Medical,1.0,4.0,Male,87.0,2.0,1.0,Human Resources,2.0,Married,2804.0,15434.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes
2393,5924,5672.0,Travel_Rarely,921.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,96.0,4.0,3.0,Healthcare Representative,4.0,Married,7879.0,14810.0,1.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,Yes
2394,5925,5672.0,Travel_Rarely,921.0,Research & Development,2.0,3.0,Life Sciences,1.0,3.0,Female,96.0,4.0,3.0,Healthcare Representative,4.0,Married,7879.0,14810.0,1.0,Y,Yes,19.0,3.0,2.0,80.0,1.0,9.0,2.0,3.0,8.0,7.0,6.0,7.0,Yes
2396,5927,28.0,Non-Travel,1103.0,Research & Development,16.0,3.0,Medical,1.0,3.0,Male,49.0,3.0,1.0,Research Scientist,3.0,Single,2144.0,2122.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,3606.0,1.0,4.0,Yes
2397,5928,28.0,Non-Travel,1103.0,Research & Development,16.0,3.0,Medical,1.0,3.0,Male,49.0,3.0,1.0,Research Scientist,3.0,Single,2144.0,2122.0,1.0,Y,No,14.0,3.0,3.0,80.0,0.0,5.0,3.0,2.0,5.0,3606.0,1.0,4.0,Yes
2399,5930,21.0,Travel_Frequently,251.0,Research & Development,10.0,2.0,Life Sciences,1.0,1.0,Female,45.0,2.0,1.0,Laboratory Technician,3.0,Single,2625.0,25308.0,1.0,Y,No,20.0,4.0,3.0,80.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,6788.0,No
2402,5933,52.0,Travel_Rarely,258.0,Research & Development,8.0,4.0,Other,1.0,3.0,Female,54.0,3.0,1.0,Laboratory Technician,1.0,Married,2950.0,17363.0,9.0,Y,No,13.0,3.0,3.0,80.0,0.0,4176.0,2.0,1.0,5.0,4.0,0.0,4.0,Yes
2403,5934,43.0,Non-Travel,1344.0,Research & Development,7.0,3.0,Medical,1.0,4.0,Male,37.0,4.0,1.0,Research Scientist,4.0,Divorced,2089.0,5228.0,4.0,Y,No,14.0,3.0,4.0,80.0,3.0,7.0,3.0,4.0,5.0,4.0,2.0,2.0,No
2406,5937,29.0,Travel_Rarely,1283.0,Research & Development,23.0,3.0,Life Sciences,1.0,4.0,Male,54.0,3.0,1.0,Research Scientist,4.0,Single,2201.0,18168.0,9.0,Y,No,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,1286.0,2.0,1.0,2.0,Yes
2411,5942,5933.0,Travel_Frequently,541.0,Sales,2.0,3.0,Marketing,1.0,2.0,Male,52.0,3.0,3.0,Sales Executive,2.0,Married,10596.0,15395.0,2.0,Y,No,11.0,3.0,2.0,80.0,0.0,14.0,5.0,3.0,4.0,2.0,3.0,2.0,Yes
2413,5944,32.0,Travel_Rarely,827.0,Research & Development,1.0,1.0,Life Sciences,1.0,4.0,Male,71.0,3.0,1.0,Research Scientist,1.0,Single,2956.0,15178.0,1.0,Y,No,13.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,9389.0,0.0,No
2415,5946,30.0,Travel_Rarely,911.0,Research & Development,1.0,2.0,Medical,1.0,4.0,Male,76.0,3.0,1.0,Laboratory Technician,2.0,Married,3748.0,4077.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,12.0,6.0,2.0,12.0,8.0,4704.0,7.0,No
2418,5949,40.0,Travel_Frequently,530.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Male,78.0,2.0,4.0,Healthcare Representative,2.0,Married,13503.0,14115.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,No
2419,5950,40.0,Travel_Frequently,530.0,Research & Development,1.0,4.0,Life Sciences,1.0,3.0,Male,78.0,2.0,4.0,Healthcare Representative,2.0,Married,13503.0,14115.0,1.0,Y,No,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,Yes
2421,5952,50.0,Travel_Rarely,410.0,Sales,289540.0,3.0,Marketing,1.0,4.0,Male,39.0,2.0,3.0,Sales Executive,1.0,Divorced,10854.0,16586.0,4.0,Y,Yes,13.0,3.0,2.0,80.0,1.0,20.0,3.0,3.0,3.0,2.0,2.0,0.0,No
2424,5955,5614.0,Travel_Rarely,528.0,Human Resources,1.0,3.0,Life Sciences,1.0,3.0,Female,44.0,3.0,1.0,Human Resources,4.0,Divorced,3195.0,4167.0,4.0,Y,Yes,18.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,No
2426,5957,5007.0,Travel_Rarely,177.0,Research & Development,8.0,3.0,Life Sciences,1.0,1.0,Female,55.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4765.0,23814.0,4.0,Y,No,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,Yes
2428,5959,27.0,Travel_Frequently,472.0,Research & Development,1.0,1.0,Technical Degree,1.0,3.0,Male,60.0,2.0,2.0,Manufacturing Director,1.0,Married,4298.0,9679.0,5.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,Yes
2429,5960,27.0,Travel_Frequently,472.0,Research & Development,1.0,1.0,Technical Degree,1.0,3.0,Male,60.0,2.0,2.0,Manufacturing Director,1.0,Married,4298.0,9679.0,5.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,1.0,3.0,2.0,2.0,2.0,0.0,No
2433,5964,38.0,Travel_Rarely,343.0,Research & Development,15.0,2.0,Life Sciences,1.0,3.0,Male,92.0,2.0,3.0,Research Director,4.0,Divorced,11510.0,15682.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,Yes
2434,5965,38.0,Travel_Rarely,343.0,Research & Development,15.0,2.0,Life Sciences,1.0,3.0,Male,92.0,2.0,3.0,Research Director,4.0,Divorced,11510.0,15682.0,0.0,Y,Yes,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,Yes
2435,5966,35.0,Travel_Rarely,750.0,Research & Development,28.0,3.0,Life Sciences,1.0,2.0,Male,46.0,4.0,2.0,Laboratory Technician,3.0,Married,3407.0,25348.0,1.0,Y,No,17.0,3.0,4.0,80.0,2.0,10.0,3.0,2.0,10.0,9.0,6.0,8.0,No
2439,5970,46.0,Travel_Rarely,563.0,Sales,1.0,4.0,Life Sciences,1.0,4.0,Male,56.0,4.0,4.0,Manager,1.0,Single,17567.0,3156.0,1.0,Y,No,15.0,3.0,2.0,80.0,0.0,5257.0,5.0,1.0,26.0,0.0,0.0,12.0,Yes
2442,5973,43.0,Travel_Frequently,957.0,Research & Development,28.0,3.0,Medical,1.0,2.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Single,4739.0,16090.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,18.0,2.0,3.0,3.0,2.0,1.0,2.0,Yes
2445,5976,49.0,Travel_Rarely,271.0,Research & Development,3.0,2.0,Medical,1.0,3.0,Female,43.0,2.0,2.0,Laboratory Technician,1.0,Married,4789.0,23070.0,4.0,Y,No,25.0,4.0,1.0,80.0,1.0,10.0,3.0,3.0,5904.0,2.0,1.0,2.0,Yes
2447,5978,34.0,Travel_Rarely,546.0,Research & Development,10.0,3.0,Life Sciences,1.0,2.0,Male,83.0,3.0,1.0,Laboratory Technician,2.0,Divorced,2008.0,6896.0,1.0,Y,No,14.0,3.0,2.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,Yes
2449,5980,30.0,Travel_Rarely,241.0,Research & Development,470836.0,3.0,Medical,1.0,2.0,Male,48.0,2.0,1.0,Research Scientist,2.0,Married,2141.0,5348.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,Yes
2450,5981,30.0,Travel_Rarely,241.0,Research & Development,470836.0,3.0,Medical,1.0,2.0,Male,48.0,2.0,1.0,Research Scientist,2.0,Married,2141.0,5348.0,1.0,Y,No,12.0,3.0,2.0,80.0,1.0,6.0,3.0,2.0,6.0,4.0,1.0,1.0,Yes
2454,5985,25.0,Non-Travel,675.0,Research & Development,5.0,2.0,Life Sciences,1.0,2.0,Male,85.0,4.0,2.0,Healthcare Representative,1.0,Divorced,4000.0,18384.0,1.0,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,2.0,3.0,1872.0,3.0,1.0,5.0,Yes
2456,5987,29.0,Travel_Rarely,896.0,Research & Development,18.0,1.0,Medical,1.0,3.0,Male,86.0,2.0,1.0,Research Scientist,4.0,Single,2389.0,14961.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,3777.0,1.0,Yes
2457,5988,29.0,Travel_Rarely,896.0,Research & Development,18.0,1.0,Medical,1.0,3.0,Male,86.0,2.0,1.0,Research Scientist,4.0,Single,2389.0,14961.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,4.0,3.0,2.0,4.0,3.0,3777.0,1.0,Yes
2459,5990,39.0,Travel_Rarely,360.0,Research & Development,23.0,3.0,Medical,1.0,3.0,Male,93.0,3.0,1.0,Research Scientist,1.0,Single,3904.0,22154.0,0.0,Y,No,13.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,5.0,5335.0,0.0,3.0,Yes
